workers,n a person who works at a specific occupation\nn a member of the working class (not necessarily employed)\nn sterile member of a colony of social insects that forages for food and cares for the larvae\nn a person who acts and gets things done,"n. 工人, 人员；角色（worker复数形式）"
workers and staff members,,[化] 职工
workes,plural of worke,(worke 的复数) n. (Worke)人名；(埃塞)沃克
workfare,,n. 工作福利\n[法] 工作福利
workfellow,n an associate that one works with,"n. 一起工作的人,同事,工友"
workflow,n progress (or rate of progress) in work being done, 工作流程
workfolk,n. People that labor.,n. 劳动者
workfolks,,n. 劳动者
workforce,n the force of workers available,"n. 劳动力；工人总数, 职工总数"
workforces,n. the force of workers available,n. 全体员工( workforce的复数形式 ); （国家或行业等）劳动力; 劳动大军; 劳动人口
workgirl,,n. (工厂)女工
workgroup,,[计] 工作组
workgrouping,-ing form of workgroup,(workgroup 的现在分词) [计] 工作组
workgroups,plural of workgroup,(workgroup 的复数) [计] 工作组
workhand,,n. 人手
workhardening,,"加工硬化, 冷作硬化"
workholder,,"工件夹具, 工件夹持装置"
workholding,,[化] 工件夹紧
workholding fixture,,[化] 工件夹具
workhorse,n. machine that performs dependably under heavy use\nn. a horse used for plowing and hauling and other heavy labor,"n. 载重马, 做重活的人"
workhorses,n. machine that performs dependably under heavy use\nn. a horse used for plowing and hauling and other heavy labor,"n. 驮马, 做粗工者, 重负荷机器( workhorse的复数形式 )"
workhouse,n. a poorhouse where able-bodied poor are compelled to labor\nn. a county jail that holds prisoners for periods up to 18 months,"n. (英)贫民习艺所, 济贫院, (美)感化院, 教养所"
workhouses,pl.  of Workhouse,"n. 囚犯工厂, 贫民习艺所( workhouse的名词复数 )"
workin,,n. 工人接管；不按章工作；到校罢课
working,n. a mine or quarry that is being or has been worked\ns. actively engaged in paid work\ns. adequate for practical use; especially sufficient in strength or numbers to accomplish something\ns. adopted as a temporary basis for further work,"n. 工作, 运转, 劳动\na. 工作的, 劳动的, 经营的, 抽搐的, 运转的"
working ability,,[机] 工作能力
working accident,,[化] 操作事故
working account,,[经] 流动帐户
working accuracy,,[化] 加工精度
working age,,[法] 工龄
working agreement,,"[法] 劳动契约, 临时解决有关劳动的办法"
working air pressure,,[化] 工作气压; 工作大气压
working area,,"[计] 工作区, 暂存区\n[化] 工作面积"
working asset,, 流动资产
working atmosphere,,[化] 工作环境
working attitude,,[法] 工作态度
working balance,,[经] 营业(周转)余额
working capital,,"营运资本\n[经] 运用资本, 营运资金, 流动资金"
working capital cycle,,[经] 运用(流动)资本循环
working capital deficit,,[经] 运用资本不足(短缺)数
working capital from operation,,[经] 营业所得营运资金
working capital fund,,"[经] 营运用基金, 运转基金, 运用资本基金"
working capital funds,,[法] 运用基本资金
working capital investment,,[经] 流动资本投资
working capital provided by operation,,[经] 营业得来的运用资本
working capital ratio,,"[经] 流动资金比率, 运用资本比率"
working capital reserve,,[经] 运用(流动)资本准备
working capital turnover,,[经] 运用(流动)资本周转率
working cash,,"[经] 周转现金, 营运现金"
working cell,,[计] 工作单元\n[化] 工作单元
working chamber,,[化] 工作室
working class,, 工人阶级
working code,,[计] 工作码
working coefficient,,[电] 工作系数
working condition,,[计] 工作状态\n[经] 工作环境
working conditions,,[化] 劳动条件
working control,,[经] 实际控制权
working cost,,[化] 工作费用
working costs,,[化] 工作费用
working current,,[化] 工作电流
working cycle,,[化] 工作循环
working data file,,[计] 工作数据文件
working database,,[计] 工作数据库
working day,,工作日\n[经] 工作日
working deadline,,[化] 工作期限
working depth,,[化] 加工深度
working diagram,,[化] 加工图
working directory,,工作目录\n[计] 工作目录
working diskette,,[计] 工作软盘
working distance,,[医] 资用距离
working dog,, 牧羊犬
working draft,,[化] 工作草案
working drawing,,[化] 施工图
working efficiency,,[化] 加工效率
working electrode,,[化] 工作电极
working element,,[化] 工作单元
working envelope,,"[计] 工作包络, 工作方框"
working equation,,[计] 运算式
working equipment,,[计] 工作设备
working expense,,"[法] 工作费用, 经营费用"
working expenses,,"[经] 营业费用, 经营费用, 工作费用"
working file,,[计] 工作文件
working fit,,[化] 动配合
working fiuid,,[机] 工作流体
working fluid,," 工作流体, 受压流体"
working form,,[化] 工作制式
working frequency,,[计] 工作频率
working function,,[计] 工作函数
working fund,,"[经] 周转金, 营运基金"
working gas,,[化] 工作气体
working gauge,,[机] 工作量规
working girl,, 工作女郎; 妓女
working group,,n. 工作组; 作业级; 工作小组
working hard or hardly working,Funny play on words used by successful management types. Can be combined with finger guns for the ultimate combo.\n> Supervisor: Hey Joe! Working hard or hardly working? Hahahaha.\n> Joe: Hahahahaha! You're the best boss ever!\n,
working height,,[化] 加工高度
working hour,,[经] 工作时间
working hours,,[计] 工作时间
working input,,[化] 消耗功
working instruction,,[化] 操作说明书
working interest,,"[经] 经营权益, 开采权益"
working item,,[经] 工作项目
working languae,,[法] 工作语言
working language,,[计] 工作语言
working length,,[化] 工作长度
working liabilities,,[经] 营业负债
working life,,"[计] 工作寿命, 使用寿命\n[化] 适用期"
working light,,[化] 作业灯
working limit,,[化] 加工极限
working lining,,[化] 工作层
working load,,"工作负荷\n[机] 工作负嗬, 常用负嗬"
working machine,,[化] 工作机
working majority,,[法] 足够多数
working man,,[经] 工人
working medium,,[化] 工作介质
working memory,,"[计] 工作存储器, 操作存储器"
working method,,[计] 操作方法
working mile,,[经] (公路等)营业英里
working mixture,,[机] 工作混合气
working model,,[机] 工作模型
working night,,[经] 夜间工作
working ocular,,[医] 观察目镜
working on,, 致力于；作用于；继续工作
working operation,,[化] 工作冲程
working order,,运转状态\n[化] 操作顺序
working out,, 前进式开采
working page,,[计] 工作页面; 暂时存储页面
working paper,,"工作底稿\n[经] (会计核算用的)工作底稿, 工作文件"
working paper review,,"[经] 工作底稿检查, 试算表审查"
working papers,,"雇用证书\n[法] 工作文件, 就业证件, 雇用证书"
working parameter,,[化] 工作参数
working partner,,[经] 执行业务股东(合伙人)
working party,,n. 工作组; 工作班子
working path,,[化] 工作冲程
working person,,[网络] 工作人员
working plan,,[化] 施工图\n[经] 工作计划
working point,,[电] 工作点
working population,,[经] 劳动人口
working principle,, 工作原理
working procedure,,[化] 运行程序
working process,,"[计] 工作过程, 操作过程"
working program,,[计] 工作程序
working q,,[电] 工作Q
working radius,,[化] 工作半径
working range,,[计] 工作范围\n[化] 工作范围
working routine,,[计] 工作程序\n[化] 工作程序
working routine check,,[计] 工作程序校验
working routine library,,[计] 工作程序库
working routine package,,[计] 工作程序包
working rule,,[化] 工作细则
working set,,"[计] 工作区, 工作集"
working set approach,,"[计] 工作区逼近, 工作区方法"
working set dispatcher,,[计] 工作区调度程序
working set policy,,"[计] 工作区策略, 工作集方针"
working sheet,,"[经] 计算表, 工作底表"
working space,,"[计] 工作空间, 工作区\n[化] 工作场所"
working speed,,[计] 工作速度\n[化] 工作速度; 工作转速
working standard,,"[计] 工作标准, 通用标准\n[化] 工作标准; 工作标准物质; 现行标准"
working standards,,[医] 现行标准
working steam,,[化] 工作蒸汽; 活汽; 新鲜蒸汽
working steam pressure,,[化] 工作汽压
working storage,,"[计] 工作存储器, 暂存器\n[化] 工作存储器"
working storage initial value,,[计] 暂存器初始值
working storage record,,[计] 暂存器记录
working storage section,,"[计] 工作存储节, 暂存节"
working strength,,[化] 工作强度
working stress,,工作应力\n[化] 工作应力
working stroke,,[化] 工作冲程
working structure,,[计] 工作结构
working substance,,[化] 工作介质
working table,,[机] 工作台
working tape,,[计] 工作带\n[化] 工作带
working temperature,,[电] 工作温度
working tension,,[机] 作用拉力
working thickness,,[化] 加工板厚
working time ratio,,[电] 工作时间率
working title,,[经] 暂定名称
working to rule,,[经] 怠工
working unit,,[化] 工作单元
working viscosity test,,[化] 涂刷粘度试验
working voltage,,[计] 工作电压\n[化] 工作电压
working week,, 工作周（等于workweek）
working width,,[化] 加工宽度
working years,,[法] 工龄
working(work) space,,[化] 工作空间
working-class,s of those who work for wages especially manual or industrial laborers\ns working for hourly wages rather than fixed (e.g. annual) salaries,a. 工人阶级的
working-classes,plural of working-class\ns of those who work for wages especially manual or industrial laborers\ns working for hourly wages rather than fixed (e.g. annual) salaries,(working-class 的复数) a. 工人阶级的
working-classization,,n. 工人阶级化
working-group,,工作小组；事务委员会
working-groups,plural of working-group,(working-group 的复数) 工作小组；事务委员会
working-hours method,,[经] 工时折旧法
working-hours method of depreciation,,[经] 工作时间折旧法
working-man,,工人
working-men,plural of working-man,(working-man 的复数) 工人
working-out,,"n. 计算, 算出"
working-set window,,[电] 工作集视窗
working-storage section,,[计] 工作存储节
workingman,n an employee who performs manual or industrial labor,"n. 劳动者, 工人"
workingmen,pl.  of Workingman,"n. 劳动者, 工人( workingman的名词复数 )"
workings,"n the internal mechanism of a device\nn a mine or quarry that is being or has been worked\nn a mine or quarry that is being or has been worked\nv exert oneself by doing mental or physical work for a purpose or out of necessity\nv be employed\nv have an effect or outcome; often the one desired or expected\nv perform as expected when applied\nv shape, form, or improve a material\nv give a workout to\nv proceed along a path\nv operate in a certain place, area, or specialty\nv proceed towards a goal or along a path or through an activity\nv move in an agitated manner\nv cause to happen or to occur as a consequence\nv cause to work\nv prepare for crops\nv behave in a certain way when handled\nv have and exert influence or effect\nv operate in or through\nv cause to operate or function\nv provoke or excite\nv gratify and charm, usually in order to influence\nv make something, usually for a specific function\nv move into or onto\nv make uniform\nv use or manipulate to one's advantage\nv find the solution to (a problem or question) or understand the meaning of\nv cause to undergo fermentation\nv go sour or spoil\nv arrive at a certain condition through repeated motion","n. 工作方式, 作用, 活动方式"
